,tweet_id,retweet_count,favorite_count
341,830173239259324417,5249,0
342,830097400375152640,2703,9178
343,829878982036299777,4614,0
344,829861396166877184,1796,11537
345,829501995190984704,9786,29925
346,829449946868879360,1863,9888
347,829141528400556032,6774,22931
348,829011960981237760,15122,50306
349,828801551087042563,3168,0
350,828770345708580865,5403,24115
351,828708714936930305,10343,34293
352,828650029636317184,1241,8962
353,828409743546925057,1080,6047
354,828408677031882754,1189,7263
355,828381636999917570,2064,11880
356,828376505180889089,995,6988
357,828372645993398273,2727,11879
358,828361771580813312,165,2072
359,828046555563323392,2658,11063
360,828011680017821696,1997,9780
361,827933404142436356,4839,18870
362,827653905312006145,2795,14602
363,827600520311402496,865,7065
364,827324948884643840,2812,14957
365,827199976799354881,2062,10008
366,826958653328592898,4614,20331
367,826848821049180160,9348,34052
368,826615380357632002,3683,0
369,826598799820865537,230,4862
370,826598365270007810,2183,9456
371,826476773533745153,3893,17374
372,826240494070030336,2418,12535
373,826204788643753985,856,4600
374,826115272272650244,2875,14741
375,825876512159186944,1737,9923
376,825829644528148480,2336,12028
377,825535076884762624,16363,53995
378,825147591692263424,4186,17266
379,825120256414846976,1168,0
380,825026590719483904,1168,5910
381,824796380199809024,5103,0
382,824775126675836928,3276,14066
383,824663926340194305,1646,9941
384,824325613288833024,9891,11183
385,824297048279236611,3569,14232
386,824025158776213504,558,4577
387,823939628516474880,2541,10056
388,823719002937630720,10363,0
389,823699002998870016,2336,13210
390,823581115634085888,2445,12270
391,823333489516937216,22,662
392,823322678127919110,3718,14836
393,823269594223824897,9234,0
394,822975315408461824,3200,16372
395,822872901745569793,39918,124103
396,822859134160621569,2110,12455
397,822647212903690241,5957,0
398,822610361945911296,2736,13968
399,822489057087389700,5957,17115
400,822462944365645825,13156,26315
401,822244816520155136,9234,33121
402,822163064745328640,4379,0
403,821886076407029760,2142,10680
404,821813639212650496,3127,0
405,821765923262631936,1556,7905
406,821522889702862852,1633,7571
407,821421320206483457,5129,0
408,821407182352777218,3995,11107
409,821153421864615936,9,236
410,821149554670182400,1826,8111
411,821107785811234820,1974,9072
412,821044531881721856,2126,11964
413,820837357901512704,6241,0
414,820749716845686786,9218,29849
415,820690176645140481,3004,11588
416,820494788566847489,523,0
417,820446719150292993,2394,0
418,820314633777061888,523,3159
419,820078625395449857,5794,18654
420,820013781606658049,1082,0
421,819952236453363712,1082,5016
422,819924195358416896,4549,12239
423,819711362133872643,2876,12616
424,819588359383371776,1868,9157
425,819347104292290561,1116,6844
426,819238181065359361,379,2138
427,819227688460238848,6241,21800
428,819015337530290176,34544,0
429,819015331746349057,17795,0
430,819006400881917954,17795,43043
431,819004803107983360,34544,82712
432,818646164899774465,19454,0
433,818627210458333184,7059,21229
434,818614493328580609,2354,9301
435,818588835076603904,5697,0
436,818536468981415936,2272,10278
437,818307523543449600,7464,0
438,818259473185828864,2087,10424
439,818145370475810820,2369,11620
440,817908911860748288,740,4609
441,817827839487737858,25131,48646
442,817777686764523521,2521,10226
443,817536400337801217,2728,11128
444,817502432452313088,3145,0
445,817423860136083457,13598,31866
446,817415592588222464,889,5297
447,817181837579653120,7868,0
448,817171292965273600,1869,8313
449,817120970343411712,2413,11549
450,817056546584727552,1518,8141
451,816829038950027264,4391,0
452,816816676327063552,1896,9481
453,816697700272001025,2056,9244
454,816450570814898180,7464,28719
455,816336735214911488,1803,8167
456,816091915477250048,1989,8480
457,816062466425819140,944,0
458,816014286006976512,4879,0
459,815990720817401858,944,4689
460,815966073409433600,7868,21138
461,815745968457060357,3859,0
462,815736392542261248,2121,9309
463,815639385530101762,1553,7826
464,815390420867969024,3572,9828
465,814986499976527872,1186,7257
466,814638523311648768,2524,10694
467,814578408554463233,5459,0
468,814530161257443328,1740,8219
469,814153002265309185,8115,27261
470,813944609378369540,2958,0
471,813910438903693312,1731,8859
472,813812741911748608,13034,34644
473,813800681631023104,1649,7885
474,813217897535406080,6850,17691
475,813202720496779264,1705,8772
476,813187593374461952,4048,18837
477,813172488309972993,1809,8810
478,813157409116065792,2066,7382
479,813142292504645637,2243,8083
480,813130366689148928,418,4260
481,813127251579564032,2920,11214
482,813112105746448384,2568,9797
483,813096984823349248,3388,10038
484,813081950185472002,2596,9425
485,813066809284972545,1828,7544
486,813051746834595840,6861,19922
487,812781120811126785,1787,7154
488,812709060537683968,1352,6295
489,812503143955202048,1148,5743
490,812466873996607488,1802,7572
491,812372279581671427,3424,12938
492,811985624773361665,1312,6912
493,811744202451197953,1477,7161
494,811647686436880384,682,5321
495,811627233043480576,2853,12080
496,811386762094317568,5983,19872
497,810984652412424192,1330,5058
498,810896069567610880,1644,8550
499,810657578271330305,2468,10432
500,810284430598270976,10497,33333
501,810254108431155201,3168,13977
502,809920764300447744,3683,14787
503,809808892968534016,4580,0
504,809448704142938112,1370,6612
505,809220051211603969,5249,18895
506,809084759137812480,3307,12564
507,808838249661788160,2867,9645
508,808733504066486276,2034,7509
509,808501579447930884,2454,10764
510,808344865868283904,19454,40210
511,808134635716833280,5520,0
512,808106460588765185,2069,8389
513,808001312164028416,3312,11856
514,807621403335917568,3390,13857
515,807106840509214720,51669,111681
516,807059379405148160,6892,0
517,807010152071229440,3635,12482
518,806629075125202948,32393,70629
519,806620845233815552,5148,0
520,806576416489959424,1824,4663
521,806542213899489280,2218,9737
522,806242860592926720,10887,0
523,806219024703037440,1134,6134
524,805958939288408065,5016,0
525,805932879469572096,1802,7886
526,805826884734976000,1716,6242
527,805823200554876929,7482,0
528,805520635690676224,1551,5486
529,805487436403003392,2382,8352
530,805207613751304193,1628,7485
531,804738756058218496,3603,12997
532,804475857670639616,1892,5846
533,804413760345620481,3012,0
534,804026241225523202,15056,42078
535,803773340896923648,2589,9567
536,803692223237865472,6931,0
537,803638050916102144,3886,10379
538,803380650405482500,1769,7395
539,803321560782307329,4960,0
540,803276597545603072,2298,9555
541,802952499103731712,1874,8579
542,802624713319034886,2726,0
543,802600418706604034,1384,6767
544,802572683846291456,2357,8521
545,802323869084381190,5482,15345
546,802265048156610565,1295,6623
547,802239329049477120,2459,8649
548,802185808107208704,251,0
549,801958328846974976,1597,7369
550,801854953262350336,219,1726
551,801538201127157760,1952,7817
552,801285448605831168,771,5742
553,801167903437357056,5520,23183
554,801127390143516673,3698,0
555,801115127852503040,1985,7680
556,800859414831898624,91,647
557,800855607700029440,1517,0
558,800751577355128832,2636,10093
559,800513324630806528,2833,12504
560,800459316964663297,2062,9048
561,800443802682937345,4025,0
562,800388270626521089,2637,10626
563,800188575492947969,3695,0
564,800141422401830912,2394,14519
565,800018252395122689,12328,26913
566,799774291445383169,4373,0
567,799757965289017345,2004,7979
568,799422933579902976,1800,7691
569,799308762079035393,5090,0
570,799297110730567681,2567,9387
571,799063482566066176,2340,7697
572,798933969379225600,4161,12428
573,798925684722855936,1362,7160
574,798705661114773508,6220,0
575,798701998996647937,7248,0
576,798697898615730177,6102,0
577,798694562394996736,4643,0
578,798686750113755136,2180,0
579,798682547630837760,4435,0
580,798673117451325440,5225,0
581,798665375516884993,3677,0
582,798644042770751489,1746,0
583,798628517273620480,1867,0
584,798585098161549313,5276,0
585,798576900688019456,5486,0
586,798340744599797760,3141,0
587,798209839306514432,2425,9932
588,797971864723324932,2893,10960
589,797545162159308800,4620,13886
590,797236660651966464,6163,18943
591,797165961484890113,24,212
592,796904159865868288,8359,0
593,796865951799083009,1829,7318
594,796759840936919040,2837,11217
595,796563435802726400,6747,0
596,796484825502875648,1653,7190
597,796387464403357696,3893,10470
598,796177847564038144,13381,0
599,796149749086875649,13381,30539
600,796125600683540480,1686,4738
601,796116448414461957,2254,8647
602,796080075804475393,2168,8024
603,796031486298386433,3502,10276
604,795464331001561088,21984,46815
605,795400264262053889,2686,9519
606,795076730285391872,5103,15350
607,794983741416415232,3160,0
608,794926597468000259,2160,9685
609,794355576146903043,9670,0
610,794332329137291264,2538,9135
611,794205286408003585,3113,8779
612,793962221541933056,4580,15916
613,793845145112371200,1748,8778
614,793614319594401792,2928,0
615,793601777308463104,1518,7586
616,793500921481273345,2236,10128
617,793286476301799424,8600,23361
618,793271401113350145,2248,8260
619,793256262322548741,7811,18946
620,793241302385262592,3079,9997
621,793226087023144960,2718,9288
622,793210959003287553,2610,8485
623,793195938047070209,5279,14465
624,793180763617361921,1867,6570
625,793165685325201412,2628,8915
626,793150605191548928,1597,5856
627,793135492858580992,2362,6087
628,793120401413079041,3689,12033
629,792913359805018113,3718,13608
630,792883833364439040,4005,10715
631,792773781206999040,1572,7002
632,792394556390137856,4017,12731
633,792050063153438720,1673,6777
634,791821351946420224,19723,0
635,791784077045166082,8908,0
636,791780927877898241,3558,0
637,791774931465953280,20778,42779
638,791672322847637504,2928,11155
639,791406955684368384,3859,12492
640,791312159183634433,2367,8325
641,791026214425268224,3819,0
642,790987426131050500,1993,9310
643,790946055508652032,4391,15866
644,790723298204217344,2145,0
645,790698755171364864,1808,7804
646,790581949425475584,6651,19574
647,790337589677002753,1769,7422
648,790277117346975746,2958,11907
649,790227638568808452,3312,0
650,789986466051088384,2145,8811
651,789960241177853952,3837,0
652,789903600034189313,3887,9793
653,789628658055020548,1651,7084
654,789599242079838210,1796,6382
655,789530877013393408,3160,11095
656,789314372632018944,2139,8205
657,789280767834746880,4592,0
658,789268448748703744,2449,8668
659,789137962068021249,2608,9228
660,788908386943430656,11716,26078
661,788765914992902144,9670,25918
662,788552643979468800,6667,0
663,788412144018661376,4930,14727
664,788178268662984705,1980,6901
665,788150585577050112,1200,5804
666,788070120937619456,3215,0
667,788039637453406209,1230,5801
668,787810552592695296,2841,8157
669,787717603741622272,2586,9715
670,787397959788929025,2670,10339
671,787322443945877504,1628,7399
672,787111942498508800,6299,0
673,786963064373534720,7432,25292
674,786729988674449408,2275,0
675,786709082849828864,5733,17376
676,786664955043049472,2365,10056
677,786595970293370880,2917,8982
678,786363235746385920,3220,10286
679,786286427768250368,2647,7566
680,786233965241827333,4379,14416
681,786051337297522688,148,1353
682,786036967502913536,6505,0
683,785927819176054784,2991,10815
684,785872687017132033,1673,6346
685,785639753186217984,2106,7459
686,785533386513321988,1841,8593
687,785515384317313025,1166,5798
688,785264754247995392,1519,6911
689,785170936622350336,4500,11384
690,784826020293709826,3012,9577
691,784517518371221505,2366,8502
692,784431430411685888,1184,5448
693,784183165795655680,7482,18966
694,784057939640352768,10363,28126
695,783839966405230592,10051,28408
696,783821107061198850,1829,6988
697,783695101801398276,2990,9875
698,783466772167098368,2076,7986
699,783391753726550016,5095,16006
700,783347506784731136,5147,0
701,783334639985389568,10887,27500
702,783085703974514689,2020,7739
703,782969140009107456,6892,22819
704,782747134529531904,1319,7070
705,782722598790725632,5016,16301
706,782598640137187329,1766,7382
707,782305867769217024,5129,15716
708,782021823840026624,5740,0
709,781955203444699136,3138,10570
710,781661882474196992,2528,9882
711,781655249211752448,1053,3786
712,781524693396357120,5148,19597
713,781308096455073793,2385,6751
714,781251288990355457,1930,7926
715,781163403222056960,2584,9274
716,780931614150983680,6747,20498
717,780858289093574656,1866,6801
718,780800785462489090,1201,5196
719,780601303617732608,3127,11423
720,780543529827336192,1627,5953
721,780496263422808064,3424,0
722,780476555013349377,103,0
723,780459368902959104,1003,5000
724,780192070812196864,2089,8221
725,780092040432480260,2137,0
726,780074436359819264,4570,11438
727,779834332596887552,6505,17769
728,779377524342161408,2887,8257
729,779124354206535695,17029,0
730,779056095788752897,4212,13898
731,778990705243029504,6657,18753
732,778774459159379968,9158,0
733,778764940568104960,338,820
734,778748913645780993,1206,6462
735,778650543019483137,1391,5426
736,778624900596654080,943,4342
737,778408200802557953,4009,12873
738,778396591732486144,11345,0
739,778383385161035776,1019,5507
740,778286810187399168,3063,9746
741,778039087836069888,2466,7995
742,778027034220126208,1493,6198
743,777953400541634568,3268,0
744,777885040357281792,1515,5999
745,777684233540206592,2726,10622
746,777641927919427584,3921,0
747,777621514455814149,2341,8223
748,777189768882946048,3985,13315
749,776819012571455488,12607,0
750,776813020089548800,1114,4605
751,776477788987613185,2560,8251
752,776249906839351296,8462,0
753,776218204058357768,14735,28108
754,776201521193218049,2335,9026
755,776113305656188928,4025,11119
756,776088319444877312,141,1714
757,775898661951791106,15537,0
758,775842724423557120,2466,11039
759,775733305207554048,3698,13082
760,775729183532220416,4280,12272
761,775364825476165632,2713,6950
762,775350846108426240,3629,9582
763,775085132600442880,4373,14631
764,774757898236878852,1656,8138
765,774639387460112384,1614,6368
766,774314403806253056,5090,20546
767,773985732834758656,3587,10164
768,773922284943896577,1629,6058
769,773704687002451968,1498,6238
770,773670353721753600,1224,5056
771,773547596996571136,5697,20830
772,773336787167145985,4672,0
773,773308824254029826,6953,21989
774,773247561583001600,3004,8887
775,773191612633579521,3804,9398
776,772877495989305348,3579,8049
777,772826264096874500,2210,7568
778,772615324260794368,3118,0
779,772581559778025472,1588,6113
780,772193107915964416,1291,5680
781,772152991789019136,1054,3590
782,772117678702071809,687,3554
783,772114945936949249,439,2583
784,772102971039580160,866,3774
785,771908950375665664,1756,6190
786,771770456517009408,3141,11291
787,771500966810099713,2421,7777
788,771380798096281600,4672,9916
789,771171053431250945,6894,0
790,771136648247640064,2709,8613
791,771102124360998913,1334,5867
792,771014301343748096,1539,6487
793,770787852854652928,1104,4623
794,770772759874076672,1326,4890
795,770655142660169732,1668,6929
796,770414278348247044,1927,5942
797,770293558247038976,1356,5854
798,770093767776997377,2817,0
799,770069151037685760,2125,7146
800,769940425801170949,8836,29301
801,769695466921623552,1563,6047
802,769335591808995329,7128,0
803,769212283578875904,1600,5085
804,768970937022709760,6002,13409
805,768909767477751808,2443,0
806,768855141948723200,826,3936
807,768609597686943744,1099,3861
808,768596291618299904,1188,4736
809,768554158521745409,5387,0
810,768473857036525572,3160,12778
811,768193404517830656,3268,10198
812,767884188863397888,1266,4468
813,767754930266464257,4960,14990
814,767500508068192258,2151,7056
815,767191397493538821,3479,11541
816,767122157629476866,2647,9557
817,766793450729734144,1260,4752
818,766714921925144576,348,2464
819,766693177336135680,730,3798
820,766423258543644672,1459,5642
821,766313316352462849,1734,6345
822,766078092750233600,2424,0
823,766069199026450432,775,3948
824,766008592277377025,461,3539
825,765719909049503744,1995,6806
826,765669560888528897,1132,4859
827,765395769549590528,3117,25131
828,765371061932261376,2005,6683
829,765222098633691136,3118,10934
830,764857477905154048,1648,6085
831,764259802650378240,1393,5644
832,763956972077010945,50,733
833,763837565564780549,3819,11770
834,763183847194451968,1359,5064
835,763167063695355904,2752,0
836,763103485927849985,2123,6938
837,762699858130116608,3312,11371
838,762471784394268675,5919,10523
839,762464539388485633,3837,9652
840,762316489655476224,1028,4503
841,762035686371364864,14311,29827
842,761976711479193600,1828,5050
843,761750502866649088,3590,0
844,761745352076779520,794,4020
845,761672994376806400,26763,46316
846,761599872357261312,1102,3885
847,761371037149827077,16665,0
848,761334018830917632,1339,4833
849,761292947749015552,1001,4196
850,761227390836215808,1447,5005
851,761004547850530816,3215,10657
852,760893934457552897,890,3577
853,760656994973933572,1752,6183
854,760641137271070720,1190,4680
855,760539183865880579,3346,7082
856,760521673607086080,1288,3925
857,760290219849637889,10578,25094
858,760252756032651264,798,3710
859,760190180481531904,1653,5354
860,760153949710192640,28,0
861,759943073749200896,1934,5531
862,759846353224826880,1798,6299
863,759793422261743616,1762,5583
864,759557299618865152,1103,4403
865,759447681597108224,2275,7949
866,759446261539934208,454,1565
867,759197388317847553,1804,5700
868,759159934323924993,1067,0
869,759099523532779520,3826,13635
870,759047813560868866,1850,6076
871,758854675097526272,842,3328
872,758828659922702336,3557,10488
873,758740312047005698,1499,5380
874,758474966123810816,914,3562
875,758467244762497024,2029,4478
876,758405701903519748,1764,4877
877,758355060040593408,966,3160
878,758099635764359168,9158,17739
879,758041019896193024,339,2533
880,757741869644341248,3026,6418
881,757729163776290825,7215,0
882,757725642876129280,1113,4255
883,757611664640446465,1009,4291
884,757597904299253760,278,0
885,757596066325864448,959,4074
886,757400162377592832,6325,14151
887,757393109802180609,1578,5453
888,757354760399941633,1302,4210
889,756998049151549440,1835,5871
890,756939218950160384,1841,6224
891,756651752796094464,1192,4706
892,756526248105566208,3303,9719
893,756303284449767430,1005,3703
894,756288534030475264,16328,41231
895,756275833623502848,1406,5987
896,755955933503782912,2633,6831
897,755206590534418437,4908,15321
898,755110668769038337,10196,19763
899,754874841593970688,7249,0
900,754856583969079297,2311,6451
901,754747087846248448,477,2421
902,754482103782404096,1793,4941
903,754449512966619136,672,3509
904,754120377874386944,2163,7401
905,753655901052166144,1996,5462
906,753420520834629632,3236,7353
907,753398408988139520,1731,5357
908,753375668877008896,2137,7150
909,753298634498793472,5215,0
910,753294487569522689,960,3127
911,753039830821511168,19198,34604
912,753026973505581056,877,3659
913,752932432744185856,6299,11767
914,752917284578922496,1444,6510
915,752701944171524096,2619,0
916,752682090207055872,1460,5610
917,752660715232722944,1424,4081
918,752568224206688256,2087,5119
919,752519690950500352,3157,6868
920,752334515931054080,1009,3592
921,752309394570878976,14905,0
922,752173152931807232,1671,5552
923,751950017322246144,832,2853
924,751937170840121344,1201,4836
925,751830394383790080,1788,5447
926,751793661361422336,2619,5398
927,751598357617971201,2832,7420
928,751583847268179968,1004,4106
929,751538714308972544,1148,4725
930,751456908746354688,925,3012
931,751251247299190784,5397,11746
932,751205363882532864,1666,5906
933,751132876104687617,1187,4728
934,750868782890057730,1251,4465
935,750719632563142656,4592,12273
936,750506206503038976,1055,4143
937,750429297815552001,3921,12307
938,750383411068534784,1042,4267
939,750381685133418496,27,670
940,750147208377409536,876,2913
941,750132105863102464,1183,3374
942,750117059602808832,1212,4055
943,750101899009982464,777,2849
944,750086836815486976,491,2025
945,750071704093859840,3037,7259
946,750056684286914561,820,2954
